emp_no,first_name,last_name,title,from_date,to_date
425078,Tommaso,Angiulli,Assistant Engineer,1992-09-15,1998-09-15
425089,Jixiang,Matzel,Staff,1999-01-04,1999-03-22
425090,Marsha,Candan,Engineer,1997-11-06,9999-01-01
425177,Khun,Bahk,Engineer,1997-10-03,9999-01-01
425221,Honglan,Riesenhuber,Senior Staff,1994-09-02,9999-01-01
425238,Eberhardt,Yetto,Senior Staff,1996-06-23,9999-01-01
425240,Jaideep,Escriba,Senior Engineer,1997-08-14,9999-01-01
425263,Shooichi,Wegerle,Senior Staff,1996-12-13,9999-01-01
425271,Randi,Vendrig,Assistant Engineer,1994-02-13,9999-01-01
425301,Sangeeta,Gien,Senior Staff,1997-01-11,9999-01-01
425304,Muzhong,McAffer,Engineer,1988-06-05,1995-06-06
425310,Nirmal,Chenney,Engineer,1999-07-13,9999-01-01
425317,Tesuya,Hettesheimer,Staff,1998-11-01,9999-01-01
425325,Alejandro,Rullman,Senior Staff,1996-12-27,9999-01-01
425339,Shounak,Syrzycki,Senior Staff,1999-11-11,9999-01-01
425344,Christ,Nanard,Senior Staff,2002-06-17,9999-01-01
425345,Michaela,Georgatos,Senior Staff,1991-04-09,2000-09-25
425349,Adit,Schlegelmilch,Engineer,1997-05-30,1999-03-29
425367,Pranav,Zockler,Senior Staff,1997-09-03,9999-01-01
425388,Mohammad,Varker,Engineer,1988-02-26,1994-02-25
425389,Zhaofang,Fiutem,Senior Staff,2002-02-04,9999-01-01
425405,Saeed,Swist,Engineer,1991-04-25,1996-04-24
425419,Youngkon,Baezner,Senior Staff,1997-04-10,2002-02-18
425436,Geoffry,Gammage,Assistant Engineer,1991-01-14,1997-01-13
425438,Uma,Kleiser,Engineer,1986-05-06,1992-05-05
425449,Minghong,Goodrum,Assistant Engineer,1986-08-25,1992-08-24
425462,Keung,Sherertz,Senior Staff,1986-02-13,9999-01-01
425473,Giao,Cappelli,Senior Staff,1992-04-01,9999-01-01
425474,Vishwani,England,Senior Staff,1998-12-07,9999-01-01
425484,Marsha,Stiles,Engineer,1995-03-03,1995-12-01
425513,Danel,Schiper,Senior Staff,1998-10-30,9999-01-01
425529,Lubomir,Luce,Assistant Engineer,1988-09-27,1997-09-27
425548,Geoff,Perfilyeva,Engineer,1994-04-12,1999-04-12
425558,Mayumi,Baja,Staff,1989-10-14,1994-08-25
425601,Falguni,Miake,Engineer,1990-05-10,1992-05-04
425608,Krisda,Ratnakar,Senior Staff,1994-10-25,9999-01-01
425618,Shigehiro,Granlund,Senior Staff,1994-07-02,9999-01-01
425625,Surveyors,Morrow,Senior Staff,1988-08-05,9999-01-01
425671,Kirk,Rande,Senior Engineer,1998-04-03,9999-01-01
425694,Shigehiro,Tsunoo,Assistant Engineer,1986-10-07,1992-08-16
425725,Mingsen,Osgood,Senior Staff,1998-03-03,9999-01-01
425768,Shahab,Anily,Staff,1991-02-21,1993-03-15
425771,Junichi,Ghandeharizadeh,Senior Staff,2001-01-24,9999-01-01
425794,Chinhyun,Zucker,Staff,1999-01-22,9999-01-01
425803,Clyde,Baek,Assistant Engineer,1993-02-09,2001-02-09
425813,Gou,Hainaut,Senior Engineer,1991-10-21,9999-01-01
425818,Aris,Shiratori,Senior Engineer,1999-05-17,9999-01-01
425822,Kayoko,Candan,Staff,1995-01-16,2001-06-21
425826,Mingzeng,Papsdorf,Senior Staff,1991-03-21,1999-12-27
425831,Baocai,Mapelli,Senior Staff,1990-04-14,9999-01-01
425865,Yechezkel,Emmart,Senior Engineer,1990-06-10,9999-01-01
425880,Faiza,Mitzlaff,Engineer,1996-08-03,1998-07-12
425922,Arfst,Luks,Senior Staff,1996-08-30,9999-01-01
425942,Frazer,Litvinov,Senior Staff,1989-06-04,9999-01-01
425990,Zhilian,Pell,Senior Staff,1997-02-13,9999-01-01
426009,Sugwoo,Shiratori,Engineer,1990-09-20,1997-09-20
426043,Akeno,Jansch,Senior Staff,1998-02-18,2002-07-07
426062,Shaowen,Zolotykh,Senior Staff,1996-07-26,9999-01-01
426081,Zdislav,Cappelli,Senior Staff,1994-06-30,9999-01-01
426111,Cordelia,Schoegge,Engineer,1988-12-25,1993-09-19
426121,Nikolaus,Joslin,Technique Leader,1991-04-21,9999-01-01
426139,Aram,Scallan,Engineer,1992-08-07,1997-08-07
426141,Kiyotoshi,Rettelbach,Senior Staff,2001-09-02,9999-01-01
426152,Mansur,Laventhal,Senior Staff,1998-06-12,2000-01-25
426174,Youjian,Gips,Senior Staff,2001-12-31,9999-01-01
426182,Shuho,Malinowski,Staff,1995-08-25,9999-01-01
426187,Josyula,Mawatari,Engineer,1987-10-24,1994-10-24
426205,Indrajit,Herath,Engineer,1998-12-11,2002-05-09
426215,Shushma,Rajala,Engineer,1996-06-25,2002-06-25
426237,Geoff,Matzen,Technique Leader,1992-12-13,9999-01-01
426238,Ekawit,Pollock,Engineer,1997-08-11,9999-01-01
426254,Jenwei,Kornyak,Engineer,1990-07-01,1996-06-30
426274,Valdiodio,Pillow,Engineer,1994-05-06,2002-05-06
426275,Froduald,Masada,Engineer,1988-09-19,1997-09-19
426321,Dines,Ventosa,Senior Staff,1992-07-01,9999-01-01
426346,Ranga,Petersohn,Engineer,1989-06-11,1998-06-11
426349,Alassane,Kaelbling,Senior Engineer,1986-11-07,9999-01-01
426376,Zhiguo,Mawatari,Staff,1994-04-06,1998-03-14
426400,Poorav,Huttel,Senior Staff,1991-07-08,9999-01-01
426411,Renny,Kowalchuk,Senior Staff,2000-02-15,9999-01-01
426446,Weijing,Lung,Senior Staff,1999-06-02,9999-01-01
426449,Pragnesh,Waschkowski,Engineer,1987-03-05,1995-03-05
426452,Valter,Khalil,Engineer,1997-04-13,2001-12-08
426457,Mohit,Benzaken,Senior Staff,1998-01-01,2000-06-06
426462,Premsyl,Paciorek,Senior Staff,1995-12-10,9999-01-01
426488,Anoosh,Brendel,Senior Staff,1999-04-29,2000-11-09
426511,Oddvar,Polupanov,Senior Staff,1999-01-06,9999-01-01
426513,Shan,DuBourdieux,Engineer,1994-11-30,9999-01-01
426518,Marek,Turnbull,Senior Staff,1996-05-12,9999-01-01
426533,Aleksandar,Steenbeek,Senior Staff,1997-04-24,9999-01-01
426550,Zdislav,Tetzlaff,Senior Engineer,1993-02-09,9999-01-01
426560,Tremaine,Baar,Senior Engineer,1994-11-03,9999-01-01
426574,Mariusz,Speckmann,Senior Staff,1986-10-22,2002-04-13
426584,Niranjan,Flasterstein,Staff,1995-06-14,9999-01-01
426592,Alois,Quaggetto,Senior Staff,1994-09-09,9999-01-01
426597,Zeljko,Docker,Assistant Engineer,1989-12-14,1994-12-14
426614,Elliott,Jullig,Senior Engineer,1992-01-14,9999-01-01
426623,Yifei,Cochrane,Senior Staff,1993-08-28,9999-01-01
426637,Willard,Kemmerer,Senior Staff,1995-10-16,9999-01-01
426648,Masako,Vilarrasa,Engineer,1987-09-01,1994-09-01
426667,Mart,Varley,Senior Staff,2002-06-24,9999-01-01
426682,Przemyslawa,Ozeri,Assistant Engineer,1988-09-26,1992-08-10
426690,Aluzio,Klyachko,Engineer,1987-01-12,1995-01-12
426702,Gaurav,Dusink,Senior Staff,1999-03-28,9999-01-01
426723,Shmuel,Rosis,Staff,1996-08-30,9999-01-01
426740,Clyde,Brendel,Engineer,1993-08-30,1997-08-10
426807,Maik,Pramanik,Engineer,1985-12-13,1994-12-13
426810,Raimond,Piazza,Senior Engineer,1989-10-18,9999-01-01
426815,Bowen,Eugenio,Staff,1999-04-13,9999-01-01
426841,Otilia,Mondadori,Engineer,1988-02-06,1994-02-05
426849,Dietrich,Suermann,Staff,1997-11-11,9999-01-01
426865,Demos,Krohn,Engineer,1988-02-25,1996-02-25
426878,Valery,Akazan,Engineer,1992-11-04,2001-11-04
426885,Oguz,Kroft,Senior Staff,1999-09-13,9999-01-01
426893,Moon,Kornyak,Engineer,1995-03-21,2002-03-21
426911,Henk,Pfau,Engineer,1993-12-28,1997-09-29
426922,Leucio,Cesareni,Senior Staff,1993-05-23,9999-01-01
426971,Gro,Ellozy,Staff,1998-10-30,9999-01-01
427050,Danny,Lieberherr,Senior Staff,1997-06-20,9999-01-01
427063,Juichirou,Worfolk,Assistant Engineer,1991-02-08,1996-02-08
427069,Masanao,Luan,Technique Leader,1996-09-30,9999-01-01
427079,Kazuyasu,Ligten,Staff,1996-06-03,9999-01-01
427082,Atreyi,Remmers,Engineer,1989-01-28,1997-01-28
427084,Mohammed,Berendt,Engineer,1997-10-29,9999-01-01
427096,Hongzhu,Wolniewicz,Engineer,1997-05-03,9999-01-01
427112,Baocai,Rathonyi,Senior Staff,1999-07-14,9999-01-01
427140,Jaideep,Jeong,Senior Staff,1994-04-24,9999-01-01
427165,Toong,Radhakrishnan,Engineer,1987-03-08,1996-03-07
427171,Nigel,Rodham,Senior Staff,2001-05-20,9999-01-01
427182,Moti,Petereit,Senior Staff,1997-10-08,9999-01-01
427219,Chenyi,Iisaka,Senior Staff,1986-09-17,9999-01-01
427253,Georg,Kading,Engineer,1992-11-17,2001-11-17
427260,Jianhao,Cooke,Engineer,1988-08-29,1996-08-29
427276,Lidong,Zultner,Senior Staff,1995-04-24,9999-01-01
427288,Kellyn,Murtagh,Senior Staff,1995-07-28,9999-01-01
427296,Patricia,Marletta,Assistant Engineer,1998-06-24,9999-01-01
427336,Ipke,Coney,Senior Staff,1995-02-28,9999-01-01
427346,Denis,Kropf,Senior Staff,1992-12-10,9999-01-01
427372,Achilleas,Angel,Engineer,1996-06-06,9999-01-01
427384,Venkatesan,Kawashimo,Engineer,1999-02-07,9999-01-01
427392,Mark,Schwartzburd,Engineer,1993-08-11,1998-08-11
427417,Maik,Bhattacharjee,Engineer,1990-07-01,1998-07-01
427418,Rayond,Baja,Staff,1999-07-26,9999-01-01
427422,Tru,Msuda,Engineer,1999-05-16,9999-01-01
427425,Macha,Czaja,Senior Staff,1996-07-07,9999-01-01
427427,Quingbo,Hanratty,Engineer,1985-07-29,1991-07-29
427464,Nahid,Bale,Staff,1999-06-28,9999-01-01
427465,Uri,Huhdanpaa,Staff,1997-09-12,9999-01-01
427472,Kristina,Pfau,Senior Staff,1994-11-25,9999-01-01
427498,Taisook,Foong,Staff,1998-02-20,9999-01-01
427544,Kristin,Kalsbeek,Staff,1994-08-04,9999-01-01
427552,Toshiki,Standera,Engineer,1993-03-20,1998-12-13
427561,Mona,Henders,Engineer,1989-03-02,1995-03-02
427580,Uriel,Peac,Staff,1998-11-03,9999-01-01
427599,Kiam,Pashtan,Senior Staff,1998-07-18,9999-01-01
427617,Rasiah,Kampfer,Engineer,1992-03-03,2001-03-03
427645,Nalini,Jording,Technique Leader,1993-06-08,9999-01-01
427648,Weiye,Lunn,Engineer,1990-06-07,1996-06-06
427652,Heon,Wrigley,Senior Staff,1993-03-09,9999-01-01
427656,Xianlong,Bernatsky,Senior Staff,1992-11-14,9999-01-01
427660,Mayuko,Gils,Senior Staff,1994-08-10,9999-01-01
427664,Toshimo,Maccarone,Engineer,2000-01-29,9999-01-01
427680,Souichi,Underwood,Staff,1998-08-25,9999-01-01
427685,Jianhui,Petersohn,Engineer,1998-04-05,9999-01-01
427687,Itzchak,Parveen,Assistant Engineer,1993-12-22,1996-07-09
427693,Weiyi,Whitcomb,Engineer,1995-03-28,2000-03-27
427697,DeForest,Juneja,Engineer,1987-11-17,1992-11-16
427703,Hyuckchul,Loncour,Engineer,1987-07-29,1995-07-29
427704,Atreyi,Lundstrom,Engineer,1998-05-30,9999-01-01
427716,Masanao,Yurov,Senior Engineer,1994-09-06,9999-01-01
427723,Masasuke,Candan,Staff,1999-09-10,9999-01-01
427726,Junichi,Sidhu,Senior Staff,1998-04-19,9999-01-01
427742,Yongdong,Demke,Senior Staff,1994-04-17,9999-01-01
427747,Chaosheng,Schlumberger,Engineer,1989-03-31,1998-03-31
427768,Maya,Peha,Senior Staff,2000-05-12,2000-10-28
427797,Elvis,Biran,Engineer,1993-10-13,1999-10-13
427809,Dines,Giveon,Engineer,1994-05-10,1998-04-29
427819,Shigehiro,Rohrbach,Engineer,1997-10-15,9999-01-01
427833,Arun,Waymire,Engineer,1989-07-09,1995-07-09
427867,Gill,Morrow,Engineer,1990-05-14,1995-05-14
427869,Marjo,Rubsam,Senior Staff,1998-05-26,9999-01-01
427878,Toshimi,Beausoleil,Senior Staff,1994-04-22,9999-01-01
427883,Boriana,Vecchi,Engineer,1993-05-22,1999-05-22
427900,Tse,Dredge,Senior Engineer,1987-05-31,9999-01-01
427905,Chaitali,Birdsall,Senior Engineer,1987-04-30,9999-01-01
427918,Billie,Llado,Assistant Engineer,1985-10-13,1990-10-13
427966,Kazuhiro,Luft,Senior Engineer,1987-10-24,9999-01-01
428020,Toshimitsu,Tiemann,Senior Staff,1993-12-04,9999-01-01
428052,Aksel,Peroz,Senior Engineer,1996-12-25,9999-01-01
428062,Shirish,Byoun,Senior Staff,1992-11-03,9999-01-01
428067,Arch,Lakshmanan,Engineer,1998-11-25,9999-01-01
428080,Moon,Nilsson,Senior Staff,1994-04-28,9999-01-01
428105,Nakhoon,Suessmith,Staff,1997-07-12,1999-02-10
428126,Willard,Duclos,Engineer,1989-04-18,1997-04-18
428127,Sorina,Flexer,Staff,1996-10-16,9999-01-01
428134,Sadok,McDermid,Senior Staff,1996-04-03,9999-01-01
428140,Shir,Hennings,Staff,1985-03-16,1986-06-24
428153,Syozo,Koshiba,Senior Engineer,1994-09-21,9999-01-01
428156,Salvador,Dolinsky,Senior Staff,1991-10-07,9999-01-01
428158,Masato,Horswill,Senior Staff,2001-09-18,9999-01-01
428164,Mohan,Molberg,Engineer,1997-11-01,9999-01-01
428170,Koichi,Kalefeld,Senior Engineer,1987-02-12,9999-01-01
428172,Genevieve,Murthy,Technique Leader,1988-10-22,2000-12-24
428180,Wilmer,Lindqvist,Senior Engineer,1992-08-05,9999-01-01
428201,Chikako,Penz,Engineer,1991-06-06,1995-06-05
428204,Sanjai,Delgrande,Senior Engineer,1997-04-01,9999-01-01
428215,Mohan,Munawer,Engineer,1999-02-25,9999-01-01
428216,Olivera,Anandan,Senior Staff,2001-08-02,9999-01-01
428237,Itzchak,Passafiume,Engineer,1985-03-03,1991-03-03
428241,Werner,Nergos,Senior Staff,1988-06-12,9999-01-01
428246,Jaihie,Koshiba,Senior Staff,1994-02-24,9999-01-01
428265,Shuichi,Jahnichen,Engineer,1994-05-25,9999-01-01
428266,Fumiko,Junot,Engineer,1990-03-16,1997-03-16
428303,LiMin,Keohane,Staff,1995-05-24,2001-04-09
428314,Mario,Plotkin,Engineer,1991-09-12,1999-09-12
428337,Aris,Silva,Assistant Engineer,1991-08-07,2000-07-25
428348,Khoa,Antonisse,Staff,1995-10-19,9999-01-01
428364,Arun,Georgatos,Senior Staff,1999-12-17,9999-01-01
428381,Utz,Glowinski,Engineer,1996-03-29,2002-03-29
428387,Jaques,Pleszkun,Technique Leader,1999-09-30,2000-04-01
428419,Gila,Cichocki,Engineer,1988-11-27,1997-11-27
428435,Parto,Itschner,Engineer,1990-03-14,1996-03-13
428476,Zvonko,Jakobus,Senior Engineer,1988-10-18,9999-01-01
428491,Dinkar,Gornas,Engineer,1998-05-14,1998-06-27
428513,Uta,Luan,Senior Staff,1997-11-07,9999-01-01
428516,Shaw,Barvinok,Senior Staff,1993-09-24,9999-01-01
428561,Tru,Lupu,Senior Staff,1991-06-26,1997-10-25
428565,Huican,Mondadori,Senior Staff,1999-08-01,1999-11-01
428569,Aimee,Pollacia,Senior Staff,1999-12-04,9999-01-01
428582,Vugranam,Uhrig,Senior Staff,2000-07-09,9999-01-01
428593,Gita,Ozeki,Technique Leader,1988-04-06,9999-01-01
428641,Keiichiro,Acton,Engineer,1989-12-19,1990-03-09
428646,Yefim,Radwan,Senior Staff,1997-02-01,9999-01-01
428653,Barton,Facello,Senior Staff,1995-10-17,1998-11-30
428654,Snehasis,Lienhardt,Engineer,1989-02-03,1998-02-03
428664,Gao,Petersohn,Staff,1994-12-04,9999-01-01
428675,Mountaz,Erol,Senior Staff,1985-09-15,9999-01-01
428678,Tomokazu,Kilgore,Senior Engineer,1992-07-07,9999-01-01
428682,Bojan,Halloran,Staff,1995-12-15,9999-01-01
428688,Alagu,Deville,Senior Staff,1995-06-18,9999-01-01
428706,Hugh,Halloran,Engineer,1992-09-16,2001-09-16
428729,Lucian,Gopalakrishnan,Technique Leader,1989-11-02,9999-01-01
428742,Rasiah,Denny,Technique Leader,1997-07-21,9999-01-01
428792,Martial,Benveniste,Staff,1999-09-26,2002-05-30
428823,Gianluca,Dengi,Senior Staff,1998-01-13,9999-01-01
428833,Weiwu,Wursthorn,Engineer,1993-06-07,2000-06-07
428837,Alois,Bojadziev,Senior Staff,1996-05-23,9999-01-01
428839,Matt,Arlazarov,Senior Engineer,1996-11-20,9999-01-01
428865,Kotesh,Morrow,Engineer,1991-11-09,1998-11-09
428926,Odoardo,Merle,Senior Staff,1987-03-03,9999-01-01
428930,Herb,Pelc,Senior Staff,1994-11-07,9999-01-01
428953,Peer,Sichman,Senior Staff,1991-10-31,9999-01-01
428955,Kenroku,Randt,Senior Staff,1995-07-30,9999-01-01
429013,Maren,Toyoshima,Engineer,1999-09-13,9999-01-01
429122,Shigenori,McDermid,Senior Staff,2002-02-22,9999-01-01
429163,Luise,Plotkin,Engineer,1990-04-30,1998-04-30
429188,Vesna,Passafiume,Senior Staff,1994-08-29,9999-01-01
429193,Rayond,Benzmuller,Engineer,1990-05-13,1995-03-24
429220,Divine,Glinert,Senior Engineer,1986-09-08,9999-01-01
429235,Mohamadou,Heping,Engineer,1998-11-07,9999-01-01
429254,Giordano,Liedekerke,Senior Engineer,1993-10-15,9999-01-01
429275,Garnik,Caine,Senior Staff,1997-07-26,9999-01-01
429276,Juyoung,Seghrouchni,Engineer,1992-08-17,1998-12-24
429279,Val,Biros,Senior Staff,2000-06-29,9999-01-01
429296,Ebbe,Griswold,Senior Staff,1999-02-10,1999-10-12
429339,Vishv,Peyn,Staff,1999-06-01,9999-01-01
429399,Chriss,Iivonen,Senior Staff,1998-03-28,9999-01-01
429404,Lillian,Tischendorf,Senior Staff,2001-12-12,9999-01-01
429422,Odinaldo,Janetzko,Engineer,1986-08-12,1991-08-12
429425,Duke,Nanard,Senior Engineer,1998-03-26,9999-01-01
429434,Rutger,Sundgren,Staff,1996-02-25,9999-01-01
429468,Ennio,Walston,Senior Staff,1997-07-06,9999-01-01
429488,Sadegh,Fordan,Staff,1998-12-04,9999-01-01
429514,Alair,Merkl,Senior Staff,1995-05-16,9999-01-01
429516,Malu,Plessier,Senior Staff,2002-02-18,9999-01-01
429518,Tomokazu,Poujol,Senior Staff,1994-10-13,9999-01-01
429535,Hauke,Fetvedt,Technique Leader,1998-01-16,1998-08-18
429556,Conrado,McAffer,Engineer,1994-09-29,1999-09-29
429570,Holgard,Anido,Senior Staff,1997-07-11,9999-01-01
429573,Samphel,Castellani,Senior Staff,1997-03-07,9999-01-01
429578,Shai,Parhami,Senior Staff,1997-10-27,9999-01-01
429606,Inderjeet,Zeidenstein,Engineer,1989-10-06,1995-10-06
429610,Taiji,Schapiro,Senior Engineer,1994-03-19,1998-02-17
429625,Evgueni,Hopewell,Engineer,1997-07-20,2002-07-20
429634,Lidong,Azevdeo,Senior Staff,1997-06-13,9999-01-01
429644,Dayanand,Papadias,Engineer,1988-05-04,1992-10-12
429701,Shin,Feldmann,Engineer,1988-06-24,1994-06-24
429706,Xianlong,Stavenow,Staff,1999-04-12,9999-01-01
429726,Shuho,Claffy,Staff,1999-11-06,9999-01-01
429747,Sanjiv,Kavanagh,Senior Staff,1998-05-31,9999-01-01
429749,Georgy,Reeken,Senior Staff,1994-07-05,9999-01-01
429762,Leaf,Janetzko,Engineer,1995-09-18,9999-01-01
429783,Tesuro,Eldridge,Engineer,1996-08-27,9999-01-01
429785,Radhia,Iivonen,Engineer,1985-02-26,1994-02-26
429802,Xiaoheng,Birta,Engineer,1992-03-11,1992-11-01
429814,Georg,Tischendorf,Senior Staff,1992-02-25,9999-01-01
429825,Sadegh,Claffy,Senior Staff,1998-08-02,2002-02-01
429858,Eric,Bisiani,Senior Staff,1999-04-20,9999-01-01
429860,Eben,Erdmenger,Engineer,1996-12-05,1998-08-31
429896,Kersti,Frijda,Assistant Engineer,1997-10-21,9999-01-01
429919,Mototsugu,Pashtan,Engineer,1987-09-07,1993-09-06
429923,Basim,Whitcomb,Engineer,1996-12-13,9999-01-01
429944,Ziva,Uludag,Engineer,1999-11-06,9999-01-01
429973,Arie,Rouquie,Engineer,1999-03-26,2001-01-08
429987,Paddy,Auyong,Senior Engineer,1996-06-08,2000-11-14
429990,Kinh,Denti,Staff,1997-03-10,1998-12-25
429991,Rosine,Picco,Senior Staff,1991-07-01,9999-01-01
429992,Vishwani,Atrawala,Staff,1999-07-24,9999-01-01
429996,Sanjeeva,Holburn,Senior Staff,1998-02-19,9999-01-01
430008,Subhada,Lieblein,Senior Engineer,1993-10-05,9999-01-01
430059,Yuguang,Bardell,Engineer,1987-12-07,1993-06-19
430070,Barna,Rettelbach,Senior Staff,1990-12-10,1995-08-25
430094,Shen,Krzyzanowski,Senior Staff,1995-03-20,9999-01-01
430100,Theirry,Mayerwieser,Engineer,1991-08-23,1996-05-08
430101,Dekang,Veeraraghavan,Senior Staff,1995-11-03,9999-01-01
430105,Spyrose,Docker,Technique Leader,1991-03-04,9999-01-01
430147,Tran,Jayawardene,Senior Staff,1996-07-10,9999-01-01
430150,Xiaopeng,Oppitz,Senior Staff,1991-08-08,9999-01-01
430152,Kersti,Tsukune,Senior Staff,1986-08-09,9999-01-01
430182,Somnath,Terekhov,Engineer,1992-06-16,2000-06-16
430200,Kensyu,Vickson,Staff,1995-10-09,9999-01-01
430214,Zorica,Pokrovskii,Staff,1992-10-09,1995-05-28
430215,Heeju,Matzen,Engineer,1988-12-23,1997-12-23
430232,Harngdar,Sgarro,Assistant Engineer,1992-10-14,1995-06-30
430239,Jinya,Segond,Senior Staff,1995-11-14,9999-01-01
430282,Gou,Skrikant,Technique Leader,1997-07-22,9999-01-01
430283,Shir,Soicher,Engineer,1991-05-21,1997-03-26
430309,Yoshinari,Guting,Senior Staff,1995-04-05,1997-07-26
430316,Otmar,Ellozy,Engineer,1985-11-08,1994-11-08
430320,Bowen,Krogh,Engineer,1995-02-13,9999-01-01
430340,Pasqua,Paludetto,Engineer,1998-06-24,2000-01-19
430358,Baziley,Ventosa,Senior Engineer,1991-02-20,1996-07-30
430364,Anestis,Prochazka,Engineer,1992-01-11,2000-01-11
430396,Mark,Furedi,Engineer,1994-05-30,9999-01-01
430402,Ishfaq,Rahier,Senior Staff,1996-11-16,2001-10-18
430414,Marlo,Piazza,Staff,1999-10-19,2001-10-10
430430,Wayne,Erez,Technique Leader,1996-01-03,9999-01-01
430446,Guoxiang,Ghandeharizadeh,Assistant Engineer,1997-08-21,9999-01-01
430459,Ziya,Roison,Senior Staff,1989-02-27,9999-01-01
430513,Parto,Renear,Staff,1989-01-20,1990-02-10
430519,Vojin,Lanteri,Senior Engineer,1985-02-08,9999-01-01
430526,Hirochika,Kawashima,Staff,1989-07-28,1994-12-10
430542,Parto,Speckmann,Engineer,1999-12-18,9999-01-01
430543,Toshimitsu,Zongker,Engineer,1991-02-06,1997-02-05
430546,Valdiodio,Matheson,Engineer,1996-06-10,2002-06-10
430549,Vishv,Bael,Engineer,1997-07-21,2000-01-17
430562,Niclas,Lindenbaum,Technique Leader,1991-10-21,9999-01-01
430564,Yoshimitsu,Birke,Senior Engineer,1987-03-08,1996-03-21
430606,Parto,Biron,Engineer,1996-04-18,2001-04-18
430672,Shuzo,Rabehasaina,Engineer,1990-03-12,1999-03-12
430683,Godehard,Braunmuhl,Senior Engineer,1986-03-03,9999-01-01
430690,Huican,Marquardt,Engineer,1991-05-17,1999-05-17
430745,Georgy,Stellhorn,Senior Staff,1998-12-05,2001-11-29
430746,Shahar,DiGiano,Senior Staff,1997-12-19,9999-01-01
430753,Hongzue,Mitsuhashi,Staff,1994-08-23,1996-01-12
430754,Zengping,Langford,Senior Staff,1998-05-27,9999-01-01
430761,Jovan,Gerlach,Engineer,1999-01-16,2000-03-31
430781,Zine,Halloran,Engineer,1996-08-15,2002-03-10
430784,Manohar,Eickenmeyer,Assistant Engineer,1996-12-19,9999-01-01
430789,Nathan,Antonakopoulos,Technique Leader,1997-03-12,9999-01-01
430845,Stafford,Chappelet,Staff,1995-03-10,2000-01-04
430854,Collette,Tsunoo,Engineer,1998-02-02,9999-01-01
430863,Arne,Frezza,Senior Staff,2002-02-24,9999-01-01
430865,Kristina,Vidal,Technique Leader,1991-05-13,1999-11-15
430871,Vasiliy,Garnier,Engineer,1989-07-14,1996-07-14
430875,Martijn,Champarnaud,Senior Staff,2001-02-18,9999-01-01
430878,Jinya,Siepmann,Engineer,1988-03-17,1997-03-17
430893,Oldrich,Couchot,Senior Staff,1994-01-25,1997-11-02
430921,Paraskevi,Billawala,Senior Staff,2001-03-22,9999-01-01
430922,Marke,Matzen,Technique Leader,1994-03-07,9999-01-01
430926,Horward,Kroll,Assistant Engineer,1985-10-03,1991-10-03
430927,Haldon,Brlek,Engineer,1994-06-15,1999-06-15
430929,Nectarios,Bodoff,Staff,1996-01-06,9999-01-01
430932,Kagan,Straney,Senior Engineer,1994-01-03,9999-01-01
430982,Aamod,Oxman,Staff,1995-08-15,2001-09-24
430999,Khatoun,Ranon,Senior Staff,1999-02-06,9999-01-01
431022,Randy,Improta,Senior Staff,1998-02-22,9999-01-01
431040,Henk,Perna,Staff,1997-09-18,1998-05-12
431048,Selwyn,Sluis,Senior Staff,1986-11-22,9999-01-01
431059,Hyuckchul,Przulj,Engineer,1989-08-04,1990-08-11
431068,Mary,Edelhoff,Senior Staff,2000-08-24,9999-01-01
431093,Aamod,Wolniewicz,Senior Staff,1994-08-21,2001-10-23
431099,Uta,Pietrzykowski,Senior Staff,2000-05-10,9999-01-01
431102,Haldun,Sidhu,Engineer,1998-10-30,9999-01-01
431106,Aron,Sessa,Senior Engineer,1989-12-22,1997-04-28
431108,Yinghua,Rothe,Senior Staff,1989-12-22,9999-01-01
431126,Claude,Kroon,Engineer,1993-01-18,2001-01-18
431137,Marla,Veevers,Engineer,1987-01-05,1994-01-05
431143,Xianlong,Conry,Senior Staff,1997-06-25,9999-01-01
431176,Kerryn,Miara,Senior Staff,1997-10-06,9999-01-01
431177,Basant,Cappelli,Senior Staff,1990-09-13,9999-01-01
431195,Katsuo,Percebois,Engineer,1989-09-16,1994-09-16
431214,Navid,DuCasse,Senior Staff,1996-10-17,9999-01-01
431222,Anneli,Berendt,Senior Staff,1997-12-23,9999-01-01
431235,Utz,Klassen,Engineer,1997-12-03,9999-01-01
431262,Indrajit,Zyda,Engineer,1994-05-11,2001-05-11
431264,Arco,Jonsson,Staff,1996-01-12,9999-01-01
431272,Rasiah,Vesel,Assistant Engineer,1994-08-13,1998-05-17
431278,Divier,Baalen,Senior Engineer,1997-12-17,2001-09-24
431285,Goo,Antonakopoulos,Engineer,1997-02-02,9999-01-01
431310,Michaela,Candan,Senior Staff,1991-09-12,9999-01-01
431333,Sven,Zambonelli,Engineer,1985-05-12,1990-05-12
431337,Niteen,Hasenauer,Engineer,1994-11-19,9999-01-01
431350,Mototsugu,Peha,Senior Staff,2000-10-21,9999-01-01
431352,Masato,Piazza,Staff,1997-06-06,9999-01-01
431375,Surveyors,Atrawala,Senior Engineer,1985-12-19,9999-01-01
431406,Goo,Stille,Staff,1996-12-12,9999-01-01
431421,Sasan,Viele,Senior Staff,1995-06-02,2001-09-11
431431,Jiakeng,Stentiford,Engineer,1997-04-21,9999-01-01
431441,Fumiyo,Sinicrope,Staff,1998-01-21,9999-01-01
431468,Genta,Pfau,Staff,1992-04-08,1995-07-13
